name,price_raw,weight_raw,stackable_raw,rarity_raw,category_raw,subcategory_raw,url
Cold Resistant Plasteel Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/cold-resistant-plasteel-armor-schematic-3/
Cold Resistant Plasteel Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/cold-resistant-plasteel-armor-schematic-4/
Cold Resistant Plasteel Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/cold-resistant-plasteel-armor-schematic-2/
Cold Resistant Plasteel Armor,"160,200G",35,No,COMMON,Body,,https://paldex.gg/items/cold-resistant-plasteel-armor/
Cold Resistant Refined Metal Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/cold-resistant-refined-metal-armor-schematic-1/
Combat SMG Ammo,"1,020G",0.025,Yes,COMMON,Ammo,,https://paldex.gg/items/combat-smg-ammo/
Cold Resistant Refined Metal Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/cold-resistant-refined-metal-armor-schematic-3/
Cold Resistant Refined Metal Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/cold-resistant-refined-metal-armor-schematic-4/
Cold Resistant Refined Metal Armor,"49,150G",35,No,COMMON,Body,,https://paldex.gg/items/cold-resistant-refined-metal-armor/
Cold Resistant Refined Metal Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/cold-resistant-refined-metal-armor-schematic-2/
Combat SMG Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/combat-smg-schematic-2/
Combat SMG Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/combat-smg-schematic-1/
Combat SMG Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/combat-smg-schematic-3/
Combat SMG Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/combat-smg-schematic-4/
Common Shield,"1,510G",5,No,COMMON,Shields,,https://paldex.gg/items/common-shield/
Combat SMG,"1,693,630G",15,No,COMMON,Assault rifles,,https://paldex.gg/items/combat-smg/
Compound Bow Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/compound-bow-schematic-1/
Common Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/common-egg/
Compound Bow Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/compound-bow-schematic-4/
Compound Bow Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/compound-bow-schematic-2/
Compound Bow Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/compound-bow-schematic-3/
Computer,"22,440G",5,Yes,COMMON,Processed,,https://paldex.gg/items/computer/
Coralum Ore,"2,000G",3,Yes,COMMON,Ores,,https://paldex.gg/items/coralum-ore/
Coralum Ingot,"6,000G",3,Yes,COMMON,Ingots,,https://paldex.gg/items/coralum-ingot/
Core Eject Shotgun Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/core-eject-shotgun-schematic-4/
Compound Bow,"44,300G",17,No,COMMON,Bows,,https://paldex.gg/items/compound-bow/
Copper Key,1G,0.1,Yes,UNCOMMON,Other,,https://paldex.gg/items/copper-key/
Corrosive Solvent,720G,3,Yes,COMMON,Processed,,https://paldex.gg/items/corrosive-solvent/
Corrosive Mist Mask,"168,000G",2,No,LEGENDARY,Accessory,,https://paldex.gg/items/corrosive-mist-mask/
Core Eject Shotgun,"363,220G",20,No,COMMON,Shotguns,,https://paldex.gg/items/core-eject-shotgun/
Cotton Candy,300G,0.2,Yes,COMMON,Produce,,https://paldex.gg/items/cotton-candy/
Crossbow Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/crossbow-schematic-3/
Crossbow Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/crossbow-schematic-2/
Croajiro Cap,"1,000G",4,No,COMMON,Head,,https://paldex.gg/items/croajiro-cap/
Crossbow Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/crossbow-schematic-1/
Crossbow Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/crossbow-schematic-4/
Crossbow,"4,320G",13,No,COMMON,Crossbows,,https://paldex.gg/items/crossbow/
Crown of Salvation,290G,7,No,LEGENDARY,Head,,https://paldex.gg/items/crown-of-salvation/
Crude Oil,800G,0.5,Yes,COMMON,Ores,,https://paldex.gg/items/crude-oil/
Cryolinx Terra Bounty Token,1G,0,Yes,EPIC,Boss rewards,,https://paldex.gg/items/cryolinx-terra-bounty-token/
Daedream's Necklace,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/daedream-s-necklace/
Cryogenic Coolant,720G,3,Yes,COMMON,Processed,,https://paldex.gg/items/cryogenic-coolant/
Cryolinx Ring Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/cryolinx-ring-schematic/
Curve Module,"14,280G",1,No,UNCOMMON,Capture item modifier,,https://paldex.gg/items/curve-module/
Cryolinx Ring,"40,680G",2,No,EPIC,Accessory,,https://paldex.gg/items/cryolinx-ring/
Dandilord Hat,"1,000G",4,No,COMMON,Head,,https://paldex.gg/items/dandilord-hat/
Damp Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/damp-egg/
Dark Fragment,500G,0.2,Yes,COMMON,Pal materials,,https://paldex.gg/items/dark-fragment/
Dark Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/dark-egg/
Dandilord's Petal,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/dandilord-s-petal/
Dark Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/dark-radiant-gem/
Dark Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/dark-awakening-crystal/
Dark Grenade,"1,380G",0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/dark-grenade/
Dark Skill Fruit: Dark Arrow,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-dark-arrow/
Dark Skill Fruit: Dark Laser,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-dark-laser/
Dark Skill Fruit: Apocalypse,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-apocalypse/
Dark Skill Fruit: Dark Cannon,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-dark-cannon/
Dark Skill Fruit: Dark Whisp,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-dark-whisp/
Dark Skill Fruit: Poison Blast,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-poison-blast/
Dark Skill Fruit: Nightmare Ball,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-nightmare-ball/
Dark Skill Fruit: Dark Shot,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-dark-shot/
Dark Skill Fruit: Poison Shower,"1,500G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-poison-shower/
Dark Skill Fruit: Shadow Burst,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-shadow-burst/
Dark Skill Fruit: Umbral Surge,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-umbral-surge/
Dark Skill Fruit: Spirit Flame,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dark-skill-fruit-spirit-flame/
Dark Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/dark-support-whistle-schematic/
Dazzi Hat,500G,4,No,COMMON,Head,,https://paldex.gg/items/dazzi-hat/
Dazemu Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/dazemu-saddle/
Dark Support Whistle,"16,560G",2,No,RARE,Accessory,,https://paldex.gg/items/dark-support-whistle/
Dazzi Cloud,500G,0.2,Yes,COMMON,Pal materials,,https://paldex.gg/items/dazzi-cloud/
Dazzi Hat Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/dazzi-hat-schematic-1/
Dazzi Noct Bounty Token,1G,0,Yes,EPIC,Boss rewards,,https://paldex.gg/items/dazzi-noct-bounty-token/
Dazzi Noct's Necklace,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/dazzi-noct-s-necklace/
Decal Gun 3,"26,460G",8,No,COMMON,Handguns,,https://paldex.gg/items/decal-gun-3/
Dazzi's Necklace,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/dazzi-s-necklace/
Decal Gun 5,"26,460G",8,No,COMMON,Handguns,,https://paldex.gg/items/decal-gun-5/
Decal Gun 1,"26,460G",8,No,COMMON,Handguns,,https://paldex.gg/items/decal-gun-1/
Decal Gun 2,"26,460G",8,No,COMMON,Handguns,,https://paldex.gg/items/decal-gun-2/
Decal Gun 4,"26,460G",8,No,COMMON,Handguns,,https://paldex.gg/items/decal-gun-4/
Decal Ink,70G,0.05,Yes,COMMON,Ammo,,https://paldex.gg/items/decal-ink/
Decayed Ancient Relic,10G,1,Yes,COMMON,Pal materials,,https://paldex.gg/items/decayed-ancient-relic/
Defense Pendant Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/defense-pendant-schematic/
Defense Support Whistle,"32,400G",2,No,RARE,Accessory,,https://paldex.gg/items/defense-support-whistle/
Defense Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/defense-support-whistle-schematic/
Deluxe Bait,350G,0.025,Yes,RARE,Bait,,https://paldex.gg/items/deluxe-bait/
Defense Pendant,"15,540G",2,No,RARE,Accessory,,https://paldex.gg/items/defense-pendant/
Diamond,"50,000G",5,Yes,EPIC,Jewelry,,https://paldex.gg/items/diamond/
Depresso Helmet,"24,840G",10,No,EPIC,Head,,https://paldex.gg/items/depresso-helmet/
Depresso Armor,"74,520G",30,No,EPIC,Body,,https://paldex.gg/items/depresso-armor/
Direhowl's Saddled Harness,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/direhowl-s-saddled-harness/
Dinossom Lux Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/dinossom-lux-saddle/
Dinossom Lux Bounty Token,1G,0,Yes,RARE,Boss rewards,,https://paldex.gg/items/dinossom-lux-bounty-token/
Disposable Implant: Babysitter,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-babysitter/
Disposable Implant: Diamond Body,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-diamond-body/
Dinossom Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/dinossom-saddle/
Disposable Implant: Demon God,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-demon-god/
Disposable Implant: Demonic Grasp,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-demonic-grasp/
Disposable Implant: Double-Edged Holy Sword,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-double-edged-holy-sword/
Disposable Implant: Dimensional Leap,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-dimensional-leap/
Disposable Implant: Eternal Engine,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-eternal-engine/
Disposable Implant: Heavily Armored,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-heavily-armored/
Disposable Implant: Hermit,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-hermit/
Disposable Implant: Heart of the Immovable King,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-heart-of-the-immovable-king/
Disposable Implant: God of Destruction,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-god-of-destruction/
Disposable Implant: Idiosyncratic,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-idiosyncratic/
Disposable Implant: King of the Waves,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-king-of-the-waves/
Disposable Implant: Immortality,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-immortality/
Disposable Implant: Mastery of Fasting,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-mastery-of-fasting/
Disposable Implant: Remarkable Craftsmanship,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-remarkable-craftsmanship/
Disposable Implant: Vampiric,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-vampiric/
Disposable Implant: Swift,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-swift/
Disposable Implant: World Tree's Bounty,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-world-tree-s-bounty/
Disposable Implant: Skymarcher,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-skymarcher/
Disposable Implant: Sacred Flesh,10G,0,Yes,LEGENDARY,Passive changers,,https://paldex.gg/items/disposable-implant-sacred-flesh/
Divine Dragon's Baton,"67,200G",2,No,EPIC,Accessory,,https://paldex.gg/items/divine-dragon-s-baton/
Dog Coin,10G,0,Yes,EPIC,Jewelry,,https://paldex.gg/items/dog-coin/
Divine Dragon's Baton Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/divine-dragon-s-baton-schematic/
Dogen Emblem Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/dogen-emblem-schematic/
Double Air Dash Boots,"153,120G",2,No,EPIC,Accessory,,https://paldex.gg/items/double-air-dash-boots/
Dogen Emblem,"70,620G",2,No,EPIC,Accessory,,https://paldex.gg/items/dogen-emblem/
Double-Barreled Shotgun Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/double-barreled-shotgun-schematic-1/
Double-Barreled Shotgun Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/double-barreled-shotgun-schematic-3/
Double-Barreled Shotgun Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/double-barreled-shotgun-schematic-2/
Dormant Ancient Relic,10G,1,Yes,UNCOMMON,Pal materials,,https://paldex.gg/items/dormant-ancient-relic/
Double-Barreled Shotgun Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/double-barreled-shotgun-schematic-4/
Double Jump Boots,"54,120G",2,No,RARE,Accessory,,https://paldex.gg/items/double-jump-boots/
Dragon Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/dragon-awakening-crystal/
Double-Barreled Shotgun,"37,990G",24,No,COMMON,Shotguns,,https://paldex.gg/items/double-barreled-shotgun/
Dragon Skill Fruit: Beam Slicer,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-beam-slicer/
Dragon Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/dragon-egg/
Dragon Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/dragon-radiant-gem/
Dragon Skill Fruit: Comet,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-comet/
Dragon Grenade,900G,0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/dragon-grenade/
Dragon Skill Fruit: Blast Cannon,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-blast-cannon/
Dragon Skill Fruit: Dragon Burst,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-dragon-burst/
Dragon Skill Fruit: Charge Cannon,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-charge-cannon/
Dragon Skill Fruit: Dragon Breath,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-dragon-breath/
Dragon Skill Fruit: Dragon Cannon,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-dragon-cannon/
Dragon Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/dragon-support-whistle-schematic/
Dragon Skill Fruit: Dragon Meteor,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/dragon-skill-fruit-dragon-meteor/
Dragon Support Whistle,"24,960G",2,No,RARE,Accessory,,https://paldex.gg/items/dragon-support-whistle/
Drone Launcher Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/drone-launcher-schematic-1/
Drone Launcher Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/drone-launcher-schematic-3/
Drone Launcher Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/drone-launcher-schematic-4/
Drone Launcher Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/drone-launcher-schematic-2/
Dualith Bounty Token,1G,0,Yes,RARE,Boss rewards,,https://paldex.gg/items/dualith-bounty-token/
Dualith Noct Saddle,â,0,Yes,EPIC,Pal gear,,https://paldex.gg/items/dualith-noct-saddle/
Dualith Saddle,â,0,Yes,EPIC,Pal gear,,https://paldex.gg/items/dualith-saddle/
Dualith Noct Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/dualith-noct-bounty-token/
Dumud Chowder,650G,0.5,Yes,RARE,Fish dishes,,https://paldex.gg/items/dumud-chowder/
Dumud Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/dumud-bounty-token/
Dumud Helm,580G,4,No,COMMON,Head,,https://paldex.gg/items/dumud-helm/
Drone Launcher,"4,041,020G",5,No,COMMON,Melee,,https://paldex.gg/items/drone-launcher/
Dynamoff Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/dynamoff-bounty-token/
Egg,200G,0.5,Yes,COMMON,Raw meat,,https://paldex.gg/items/egg/
Earth Emperor's Baton Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/earth-emperor-s-baton-schematic/
Dynamoff Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/dynamoff-saddle/
Earth Emperor's Baton,"43,680G",2,No,EPIC,Accessory,,https://paldex.gg/items/earth-emperor-s-baton/
Eidrolon Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/eidrolon-saddle/
Eidrolon Ignis Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/eidrolon-ignis-saddle/
Eikthyrdeer Loco Moco,820G,0.5,Yes,RARE,Meat dishes,,https://paldex.gg/items/eikthyrdeer-loco-moco/
Eikthyrdeer Terra Saddle,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/eikthyrdeer-terra-saddle/
Eikthyrdeer Venison,180G,2,Yes,COMMON,Raw meat,,https://paldex.gg/items/eikthyrdeer-venison/
Eikthyrdeer Saddle,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/eikthyrdeer-saddle/
Eidrolon Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/eidrolon-bounty-token/
Electric Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/electric-awakening-crystal/
Eikthyrdeer Stew,"1,270G",0.5,Yes,RARE,Meat dishes,,https://paldex.gg/items/eikthyrdeer-stew/
Electric Skill Fruit: Lightning Bolt,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-lightning-bolt/
Electric Organ,300G,0.5,Yes,COMMON,Pal materials,,https://paldex.gg/items/electric-organ/
Electric Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/electric-egg/
Electric Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/electric-radiant-gem/
Electric Skill Fruit: Lightning Streak,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-lightning-streak/
Electric Skill Fruit: Lightning Strike,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-lightning-strike/
Electric Skill Fruit: Lock-on Laser,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-lock-on-laser/
Electric Skill Fruit: Plasma Funnel,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-plasma-funnel/
Electric Skill Fruit: Electric Ball,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-electric-ball/
Electric Skill Fruit: Thunder Rain,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-thunder-rain/
Electric Skill Fruit: Thunderstorm,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-thunderstorm/
Electric Skill Fruit: TriSpark,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-trispark/
Electric Skill Fruit: Spark Blast,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-spark-blast/
Electric Skill Fruit: Thunder Spear,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-thunder-spear/
Electric Skill Fruit: Shockwave,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-shockwave/
Electric Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/electric-support-whistle-schematic/
Elizabee's Staff,370G,20,No,UNCOMMON,Melee,,https://paldex.gg/items/elizabee-s-staff/
Electric Support Whistle,"16,560G",2,No,RARE,Accessory,,https://paldex.gg/items/electric-support-whistle/
Elizabee Bounty Token,1G,0,Yes,UNCOMMON,Boss rewards,,https://paldex.gg/items/elizabee-bounty-token/
Electric Skill Fruit: Tri-Lightning,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/electric-skill-fruit-tri-lightning/
Elphidran Ring,"35,280G",2,No,EPIC,Accessory,,https://paldex.gg/items/elphidran-ring/
Elphidran Bounty Token,1G,0,Yes,UNCOMMON,Boss rewards,,https://paldex.gg/items/elphidran-bounty-token/
Elphidran Aqua Saddle,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/elphidran-aqua-saddle/
Elphidran Ring Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/elphidran-ring-schematic/
Energy Shotgun Ammo,990G,0.025,Yes,COMMON,Ammo,,https://paldex.gg/items/energy-shotgun-ammo/
Energy Cartridge,280G,0.01,Yes,COMMON,Ammo,,https://paldex.gg/items/energy-cartridge/
Elphidran Saddle,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/elphidran-saddle/
Energy Shotgun Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/energy-shotgun-schematic-1/
Energy Shotgun Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/energy-shotgun-schematic-2/
Energy Shotgun Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/energy-shotgun-schematic-3/
Emerald,"40,000G",5,Yes,RARE,Jewelry,,https://paldex.gg/items/emerald/
Energy Shotgun Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/energy-shotgun-schematic-4/
Energy Shotgun,"2,061,660G",20,No,COMMON,Shotguns,,https://paldex.gg/items/energy-shotgun/
Enhanced Lily's Spear,"508,560G",10,No,RARE,Melee,,https://paldex.gg/items/enhanced-lily-s-spear/
Enhanced Lily's Spear Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/enhanced-lily-s-spear-schematic-4/
Enhanced Hip Lantern,1G,0,Yes,RARE,Lamps,,https://paldex.gg/items/enhanced-hip-lantern/
Excalibur Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/excalibur-schematic-2/
Excalibur Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/excalibur-schematic-4/
Excalibur Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/excalibur-schematic-3/
Excalibur Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/excalibur-schematic-1/
Exotic Sphere,"9,080G",0.1,Yes,EPIC,Spheres,,https://paldex.gg/items/exotic-sphere/
Excalibur Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/excalibur-schematic/
Exploration Cap Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/exploration-cap-schematic-1/
Excalibur,"10,800G",10,No,COMMON,Melee,,https://paldex.gg/items/excalibur/
Extra Weapon Holster,1G,0,Yes,LEGENDARY,Ability unlocks,,https://paldex.gg/items/extra-weapon-holster/
Explorer Cap,500G,3,No,COMMON,Head,,https://paldex.gg/items/explorer-cap/
Explosion-Resistant Undershirt,"120,000G",2,No,LEGENDARY,Accessory,,https://paldex.gg/items/explosion-resistant-undershirt/
Extravagant Vegetable Cake,"9,360G",1,Yes,EPIC,Veggie dishes,,https://paldex.gg/items/extravagant-vegetable-cake/
Eye of Cthulhu Mask,360G,15,No,LEGENDARY,Head,,https://paldex.gg/items/eye-of-cthulhu-mask/
Extra Weapon Holster 2,1G,0,Yes,LEGENDARY,Ability unlocks,,https://paldex.gg/items/extra-weapon-holster-2/
Explosion-Resistant Fiber,"5,000G",1,Yes,LEGENDARY,Pal materials,,https://paldex.gg/items/explosion-resistant-fiber/
Faleris Aqua Ring Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/faleris-aqua-ring-schematic/
Faleris Aqua Saddle,â,0,Yes,EPIC,Pal gear,,https://paldex.gg/items/faleris-aqua-saddle/
Faleris Aqua Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/faleris-aqua-bounty-token/
Faleris Ring Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/faleris-ring-schematic/
Faleris Aqua Ring,"36,600G",2,No,EPIC,Accessory,,https://paldex.gg/items/faleris-aqua-ring/
Faleris Saddle,â,0,Yes,EPIC,Pal gear,,https://paldex.gg/items/faleris-saddle/
Farming Hat Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/farming-hat-schematic-1/
Feathered Hair Band Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/feathered-hair-band-schematic-1/
Feathered Hair Band Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/feathered-hair-band-schematic-3/
Faleris Ring,"34,080G",2,No,EPIC,Accessory,,https://paldex.gg/items/faleris-ring/
Farming Hat,500G,3,No,COMMON,Head,,https://paldex.gg/items/farming-hat/
Feathered Hair Band,340G,5,No,COMMON,Head,,https://paldex.gg/items/feathered-hair-band/
